"username","content","date","likes_number","post_url"
"deethyyy","and chance we'll see some 5G in the future?",2022-01-11,"2","https://www.instagram.com/p/CYlKQRWtNOR/"
"sheltiemay","I absolute agreeD_clap",2022-01-11,"1","https://www.instagram.com/p/CYlKQRWtNOR/"
"rgp82","For lyfe!",2022-01-11,"1","https://www.instagram.com/p/CYlKQRWtNOR/"
"mw1960","Best phone service ever",2022-01-11,"1","https://www.instagram.com/p/CYlKQRWtNOR/"
"jake.andrewss","W felicity",2022-01-11,"1","https://www.instagram.com/p/CYlKQRWtNOR/"
"romanxka","agree !!",2022-01-11,"1","https://www.instagram.com/p/CYlKQRWtNOR/"
"catri.na","Where can I write my reviews? I love y'all! F_redheartF_redheartF_redheart",2022-01-11,"1","https://www.instagram.com/p/CYlKQRWtNOR/"
"cesaresvines","Melee tooooooooD_clapD_clapD_clapD_clapD_clapD_clapD_tdD_tdD_tdD_tdD_td",2022-01-11,"2","https://www.instagram.com/p/CYlKQRWtNOR/"
"susyplum79","**has",2022-01-11,"1","https://www.instagram.com/p/CYlKQRWtNOR/"
"susyplum79","Best thing ever switching to Amaysim. Hubby and son on board too and my son can't believe his eyes when he sees how much data he had A_loveeyes‚A_loveeyes‚ love @amaysimau...u guys are the best ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡",2022-01-11,"1","https://www.instagram.com/p/CYlKQRWtNOR/"
"_james.obrien_","â€œAmaysim Dosent have conference callsâ€",2022-01-08,"0","https://www.instagram.com/p/CYa3Ehstc_Y/"
"blue_english_sfaffy","A_loveeyesA_loveeyesA_loveeyesA_loveeyesA_loveeyesA_loveeyesA_loveeyesA_loveeyes",2022-01-08,"1","https://www.instagram.com/p/CYa3Ehstc_Y/"
"blue_english_sfaffy","D_fireD_clapD_clapD_clapD_clap",2022-01-08,"1","https://www.instagram.com/p/CYa3Ehstc_Y/"
"h_f_m_m","Yeah, yeah now GET ON THE eSIM TRAIN!!!!",2022-01-08,"0","https://www.instagram.com/p/CYa3Ehstc_Y/"
"ljshaw54beerman","F_redheartF_redheartF_redheart",2022-01-08,"1","https://www.instagram.com/p/CYa3Ehstc_Y/"
"llo8693","I love Anaysim, never looked back sins 2013, I couldn't recommend them highly enough.",2022-01-08,"1","https://www.instagram.com/p/CYa3Ehstc_Y/"
"dav.dli","Og since 2015",2022-01-07,"1","https://www.instagram.com/p/CYa3Ehstc_Y/"
"camoau","The feeling when you finish your long expiry plan with more data then you started ðŸ¤¨ðŸ¤·â€â™‚ï¸D_clapðŸ¥³ðŸ¥°",2022-01-07,"1","https://www.instagram.com/p/CYa3Ehstc_Y/"
"5boys1girlgodhelpsme","Best decision we made by switching the family to this network.",2022-01-07,"1","https://www.instagram.com/p/CYa3Ehstc_Y/"
"elly_chaseling","Remember when amaysim use to give out free data @_____.tiffany A_loveeyes…",2022-01-07,"1","https://www.instagram.com/p/CYa3Ehstc_Y/"
"oliver_kennealy","#iminthisphotoandidontlikeit",2022-01-07,"1","https://www.instagram.com/p/CYa3Ehstc_Y/"
"m_r_will_i_am","F_redheart",2022-01-07,"1","https://www.instagram.com/p/CYa3Ehstc_Y/"
"big_fluff_bag_morris","Bloody brilliant,Bloody unreal ðŸ‘ðŸ¤©A_loveeyesðŸ¤©A_loveeyesðŸ¤©A_loveeyes",2022-01-07,"2","https://www.instagram.com/p/CYa3Ehstc_Y/"
"286emmett","My partner and I are a Massive fan we will never change for aslong as amaysim stays the same never have I ever experienced this plan and also the fast internet connection and speeds for watching videos because I do a lot of YouTubing and require the speed etc",2022-01-07,"3","https://www.instagram.com/p/CYa3Ehstc_Y/"
"will.how","Amaysim is actually the GOAT I love your data bank feature.",2022-01-06,"1","https://www.instagram.com/p/CYTIrtmtTyx/"
"big_fluff_bag_morris","Bloody brilliant,Bloody unrealðŸ‘",2022-01-05,"1","https://www.instagram.com/p/CYTIrtmtTyx/"
"taylahshaw_","Top notchðŸ‘Œ",2022-01-04,"1","https://www.instagram.com/p/CYTIrtmtTyx/"
"smalleraperture","Amaysim should add a tagline to their brand. My suggestion: Data-Ta-Tada (did you sing it in the existing tone of @mcdonaldsau ?) ðŸ¤­",2022-01-03,"1","https://www.instagram.com/p/CYN_GZGNZCp/"
"martys_spiritlives","Very generous . So very grateful. When I was in need and I didn't askF_redheartD_fireA_loveeyes",2022-01-02,"1","https://www.instagram.com/p/CYN_GZGNZCp/"
"flangachloe","Love amaysim  been with them gif a while so helpful and always giving free data",2022-01-02,"1","https://www.instagram.com/p/CYN_GZGNZCp/"
"big_fluff_bag_morris","Love AmaysimA_loveeyesA_loveeyesA_loveeyes",2022-01-02,"1","https://www.instagram.com/p/CYN_GZGNZCp/"
"elijahlindsayy","amaysim doesn't give me more data, hot take because i'm sure it'll be proven wrong",2022-01-02,"1","https://www.instagram.com/p/CYN_GZGNZCp/"
"charlotte.dunne.4","Amaysim gives me more free data",2022-01-02,"2","https://www.instagram.com/p/CYN_GZGNZCp/"
"nutmeg1950","Resolution for Amaysim 2022 - get better coverage in WA country areas please !",2022-01-02,"0","https://www.instagram.com/p/CYI1iiUN8vo/"
"kylebyrne41096","Happy new year Amaysim the best phone company ever",2022-01-01,"1","https://www.instagram.com/p/CYI1iiUN8vo/"
"buckeridgekim","Happy New Year's ðŸŽ‰ðŸŽˆ",2022-01-01,"1","https://www.instagram.com/p/CYI1iiUN8vo/"
"peaceangel6","Thank you and happy new year. F_redheart",2022-01-01,"1","https://www.instagram.com/p/CYI1iiUN8vo/"
"jarrod.holmes.39","When is 5G becoming available?",2022-01-01,"1","https://www.instagram.com/p/CYI1iiUN8vo/"
"amaysim","@jarrod.holmes.39 5G network is still up in the air, we'll let you guys know if we'll look to support this in the future.",2022-01-01,"0","https://www.instagram.com/p/CYI1iiUN8vo/"
"tangc37","What happened to the Christmas and new year add on data!! We had it last year",2022-01-01,"0","https://www.instagram.com/p/CYI1iiUN8vo/"
"areyagorg","HAPPY NEW YEAR! Wheres our christmas/NewYears bonus data gift!?",2022-01-01,"1","https://www.instagram.com/p/CYI1iiUN8vo/"
"relbubblez","@aryagarg01 greedy much A_loveeyes‚",2022-01-01,"0","https://www.instagram.com/p/CYI1iiUN8vo/"
"xbec_starrx","Love you amaysim",2021-12-31,"1","https://www.instagram.com/p/CYI1iiUN8vo/"
"sasstee","D_fireF_redheartD_tdD_clapD_clapA_loveeyes",2021-12-31,"2","https://www.instagram.com/p/CYI1iiUN8vo/"
"moofie48","Happy New Year Amaysim  thanks for all you did to help out",2021-12-31,"1","https://www.instagram.com/p/CYI1iiUN8vo/"
"big_fluff_bag_morris","Thanks to all who work at Amaysim,love your work,love what you guys do!! Happy New yearðŸ¥°ðŸ‘â£ï¸",2021-12-31,"1","https://www.instagram.com/p/CYI1iiUN8vo/"
"blue_english_sfaffy","Happy new yearF_redheart",2021-12-31,"1","https://www.instagram.com/p/CYI1iiUN8vo/"
"grantly_mack","D_fireD_tdD_tdD_tdF_redheart thanks again 4 the service A_loveeyes",2021-12-31,"1","https://www.instagram.com/p/CYI1iiUN8vo/"
"annaess6_ig","F_redheartF_redheart",2021-12-31,"1","https://www.instagram.com/p/CYI1iiUN8vo/"
"janes_pinkcosmos","Only a shit show if we let it be. Stop complying and the shit show is over. Resolution same as last year, do not comply ever ðŸ—½ðŸŽ‰ - or this âš°âš±!",2021-12-31,"1","https://www.instagram.com/p/CYI1iiUN8vo/"
"renee.y.lynn","Happy new year ðŸŽŠ",2021-12-31,"1","https://www.instagram.com/p/CYI1iiUN8vo/"
"cindydavies73","Back at you to all the staff at amaysim. We appreciate all the hard work you do A_loveeyes",2021-12-31,"1","https://www.instagram.com/p/CYI1iiUN8vo/"
"isamar.fontes","A_loveeyesA_loveeyesA_loveeyesA_loveeyes",2021-12-31,"1","https://www.instagram.com/p/CYI1iiUN8vo/"
"martys_spiritlives","Have a Happy  New  Year Amaysim.  Thanks for the good work you have done  for all of usD_fireF_redheartD_clapðŸŽ‰ðŸŽŠ",2021-12-31,"1","https://www.instagram.com/p/CYI1iiUN8vo/"
"rishimistry4","Chad! D_td",2022-01-03,"0","https://www.instagram.com/p/CYBHKC9P8IQ/"
"nutmeg1950","I've been an avid supporter of Amaysim but coverage in country WA is very poor . Pity you can't use the Telstra network instead of Optus",2021-12-30,"0","https://www.instagram.com/p/CYBHKC9P8IQ/"
"don_don_pure_love","Please answer my message",2021-12-29,"0","https://www.instagram.com/p/CYBHKC9P8IQ/"
"jimmy_hilli73","D_clap",2021-12-28,"1","https://www.instagram.com/p/CYBHKC9P8IQ/"
"jarrydbakker96","A-MAY-SIM",2021-12-28,"1","https://www.instagram.com/p/CYBHKC9P8IQ/"
"meltoye","I have been with amaysim for years and love it!! I also love it when no other company can compete against it.",2021-12-28,"4","https://www.instagram.com/p/CYBHKC9P8IQ/"
"bella.whisky66","ðŸ“¢ A-MAY-SIM ðŸ§¡",2021-12-28,"1","https://www.instagram.com/p/CYBHKC9P8IQ/"
"aussiescousers","a-may-simðŸ§¡",2021-12-28,"1","https://www.instagram.com/p/CYBHKC9P8IQ/"
"aussiescousers","a-may-sim",2021-12-28,"1","https://www.instagram.com/p/CYBHKC9P8IQ/"
"alexxmergler","amaysim pog",2021-12-28,"2","https://www.instagram.com/p/CYBHKC9P8IQ/"
"buckeridgekim","Thank you ðŸ’—",2021-12-25,"1","https://www.instagram.com/p/CX5YtxvtQyn/"
"white_cam01","Lots of love from me. Merry Christmas!",2021-12-25,"2","https://www.instagram.com/p/CX5YtxvtQyn/"
"thejagnoorsingh","Gummo by Takashi 6ix9ine",2021-12-24,"0","https://www.instagram.com/p/CX0PMHKvk7t/"
"jarrod.holmes.39","5G sim?",2021-12-24,"0","https://www.instagram.com/p/CX0PMHKvk7t/"
"h_f_m_m","Why does that hand have 7 fingers?",2021-12-23,"2","https://www.instagram.com/p/CX0PMHKvk7t/"
"explodedstuff","Paint it Black, The Rolling Stones",2021-12-23,"0","https://www.instagram.com/p/CX0PMHKvk7t/"
"lunatooons","Sausage rolls for everyone - a  @ladbabyofficial, @teddysphotos and @eltonjohn amazing tune!",2021-12-23,"0","https://www.instagram.com/p/CX0PMHKvk7t/"
"ange44448","The sound of unlimited data banking, awesome deals and amazing customer service and support teams! D_tdD_tdF_redheart Merry Christmas!!",2021-12-23,"0","https://www.instagram.com/p/CX0PMHKvk7t/"
"blueshroomzz","The Die Hard score sheet for the whole movie. Makes Christmas exciting when John McLain Falls through the chimney and throws my tree out the window. Good Christmas ðŸ‘",2021-12-23,"0","https://www.instagram.com/p/CX0PMHKvk7t/"
"xbec_starrx","Making gravy by Paul kelly",2021-12-23,"0","https://www.instagram.com/p/CX0PMHKvk7t/"
"kxzxkl","favourite tune is when I hear notification sound of getting bonus data",2021-12-23,"2","https://www.instagram.com/p/CX0PMHKvk7t/"
"big_fluff_bag_morris","Merry Christmas AmaysimðŸ¥°it's been another wounderful year with you guysðŸ‘Keep up the great work that you all doðŸ¥°",2021-12-22,"1","https://www.instagram.com/p/CXsgvlXhcIN/"
"antonio.lingad","Merry Christmas Amaysim,,,,,ðŸŽ„",2021-12-21,"1","https://www.instagram.com/p/CXsgvlXhcIN/"
"ljshaw54beerman","ðŸŽ„ðŸ’ðŸ‘",2021-12-21,"1","https://www.instagram.com/p/CXsgvlXhcIN/"
"eliassemaan105e","Merry Christmas amaysim ðŸŒ²",2021-12-20,"1","https://www.instagram.com/p/CXsgvlXhcIN/"
"captain_fi","Cool",2021-12-20,"1","https://www.instagram.com/p/CXsgvlXhcIN/"
"jaybainbridge16","Merry Christmas amaysim",2021-12-20,"1","https://www.instagram.com/p/CXsgvlXhcIN/"
"white_cam01","Merry Christmas @amaysimau",2021-12-20,"1","https://www.instagram.com/p/CXsgvlXhcIN/"
"alexxmergler","Amaysim Christmas 2GB bonus data present???",2021-12-20,"2","https://www.instagram.com/p/CXsgvlXhcIN/"
"debschoon21","Can't afford Xmas this year rent going up $80 per week lost my daughters to my ex as well A_loveeyes“ low down act 2 weeks before Xmas no 2 months notice either",2021-12-19,"0","https://www.instagram.com/p/CXk5QqlN23j/?img_index=1"
"tipopackman","Yeah the Fizz",2021-12-17,"2","https://www.instagram.com/p/CXk5QqlN23j/?img_index=1"
"m.cfinis","Where do you leave reviews!?F_redheartâ€D_fire",2021-12-15,"0","https://www.instagram.com/p/CXdEB0nLvOD/"
"tmax_","I do LOVE being with you guys. My mum only just realised she is getting less data then me on the same plan and she's been with you guys longer though, so not sure what's happened there..?!",2021-12-15,"1","https://www.instagram.com/p/CXdEB0nLvOD/"
"julian_kapa","Can confirm A_loveeyesF_redheart",2021-12-14,"1","https://www.instagram.com/p/CXdEB0nLvOD/"
"relicgirl","I agree. Terrific company ðŸ‘A_loveeyesŠ",2021-12-14,"1","https://www.instagram.com/p/CXdEB0nLvOD/"
"jacob_bicanic","@amaysimau the GOATS",2021-12-14,"1","https://www.instagram.com/p/CXdEB0nLvOD/"
"grandma0611","I've had extra data given to me too.",2021-12-14,"1","https://www.instagram.com/p/CXdEB0nLvOD/"
"shazzi_wazzi","They have done that to me also ðŸ™‚F_purpleheart",2021-12-14,"1","https://www.instagram.com/p/CXdEB0nLvOD/"
"jfhamid","Hope you'll offer e-sim for my galaxy watch. Please!",2021-12-09,"1","https://www.instagram.com/p/CXIdq-QBlmm/"
"buckeridgekim","Love it! ðŸ’•ðŸŒ²",2021-12-08,"1","https://www.instagram.com/p/CXIdq-QBlmm/"
"wantedoner","I never get no bonus data A_sad6",2021-12-07,"0","https://www.instagram.com/p/CXIdq-QBlmm/"
"roughsun","Want 5G plans A_sad15 A_loveeyes© A_loveeyes•",2021-12-07,"2","https://www.instagram.com/p/CXIdq-QBlmm/"
"amaysim","@roughsun We hear you! We don't support 5G yet at the moment.We'll let you guys know if we'll support this in the future. Stay tuned! :)",2021-12-07,"1","https://www.instagram.com/p/CXIdq-QBlmm/"
"carol.rosten.39","Thank you â˜ºï¸",2021-12-06,"1","https://www.instagram.com/p/CXIdq-QBlmm/"
"rgp82","D_fireD_fireD_fireD_fire",2021-12-06,"1","https://www.instagram.com/p/CXIdq-QBlmm/"
"areyagorg","Really true no matter what",2021-12-06,"1","https://www.instagram.com/p/CXIdq-QBlmm/"
"ritanneli","A_loveeyesD_clapF_redheart",2021-12-06,"1","https://www.instagram.com/p/CXIdq-QBlmm/"
"red_flanno","Amaysim has a big horn for us? Don't worry about the drink, I accept your proposals.",2021-12-06,"1","https://www.instagram.com/p/CXIdq-QBlmm/"
"woodgerscott","Well i was real big fan of amaysim but data bank its pointless i thought it was good until my credit ran out and coulnt use it til i paid again so whats the point of data banking.. definitely thinking bout changing to unlimited time to use all my data that i own .not have to pay to use ðŸ‘Ž ðŸ‘ŽðŸ‘ŽðŸ‘ŽðŸ‘Ž",2021-12-06,"1","https://www.instagram.com/p/CXIdq-QBlmm/"
"bluesmonina","A_loveeyesA_loveeyesA_loveeyesA_loveeyes",2021-12-06,"1","https://www.instagram.com/p/CXIdq-QBlmm/"
"allievoyage","A_loveeyes‚ it's true",2021-12-06,"1","https://www.instagram.com/p/CXIdq-QBlmm/"
"str82hel","Lol. You guys are the best ðŸ’žðŸ’žðŸ’ž",2021-12-06,"1","https://www.instagram.com/p/CXIdq-QBlmm/"
"xbec_starrx","Amaysim is truly amazing. Been with you over seven years and will never change my provider",2021-12-06,"2","https://www.instagram.com/p/CXIdq-QBlmm/"
"hiori_amiilia","U guys were the best and gave me bonus data and good offers but my sim card broke and I had to change numberA_loveeyes­ so I have to start all over again. But I'm still with you guysðŸ’ªðŸ’ª",2021-12-06,"3","https://www.instagram.com/p/CXIdq-QBlmm/"
"fudgepacker68","Amaysimau is the best, and I am always telling others to change over to them. Best thing since sliced bread.",2021-12-06,"1","https://www.instagram.com/p/CXIdq-QBlmm/"
"catri.na","YALL THE BEST",2021-12-06,"1","https://www.instagram.com/p/CXIdq-QBlmm/"
"romanxka","yes",2021-12-06,"1","https://www.instagram.com/p/CXIdq-QBlmm/"
"white_cam01","I'm always blown away from this great company!",2021-12-06,"1","https://www.instagram.com/p/CXIdq-QBlmm/"
"dv.vong","I mean I got an email from you guys saying it's a 1 year anniversary with you guys. But I didn't get anything. It's ok though.",2021-12-06,"0","https://www.instagram.com/p/CXIdq-QBlmm/"
"shiwiny","Honestly,thank you for doing things like this, such a great service and so happy to be supporting it",2021-12-06,"1","https://www.instagram.com/p/CXIdq-QBlmm/"
"jaitjacob","bwahahah stop it",2021-12-06,"1","https://www.instagram.com/p/CXIdq-QBlmm/"
"huiizhong","D_fireD_fire (good memeA_loveeyes‚",2021-12-06,"1","https://www.instagram.com/p/CXIdq-QBlmm/"
"alexxmergler","Is this a sign A_loveeyes",2021-12-06,"1","https://www.instagram.com/p/CXIdq-QBlmm/"
"___natz___","The best ever Amaysim! Better than any otherD_clapD_clapD_clapD_tdF_redheart",2021-12-03,"1","https://www.instagram.com/p/CXAvSO5sJp5/"
"shaiban11","Literally yall give me so much data. Best provider",2021-12-03,"3","https://www.instagram.com/p/CXAvSO5sJp5/"
"aboutmilly","Add Apple Watch plans for perfection D_td",2021-12-03,"2","https://www.instagram.com/p/CXAvSO5sJp5/"
"taylahshaw_","Love love love",2021-12-03,"1","https://www.instagram.com/p/CXAvSO5sJp5/"
"noelllj","Luv you amaysim",2021-12-03,"1","https://www.instagram.com/p/CXAvSO5sJp5/"
"jay.ros.wil","I'm an amaysimp A_sad15",2021-12-03,"1","https://www.instagram.com/p/CXAvSO5sJp5/"
"brynndavishay","This social media manager is OP",2021-12-03,"1","https://www.instagram.com/p/CXAvSO5sJp5/"
"urban.jungles","Databank",2021-12-06,"1","https://www.instagram.com/p/CW7lsaMsLao/"
"aussiepvc","push Amaysim to go 5G",2021-12-05,"1","https://www.instagram.com/p/CW7lsaMsLao/"
"lachlan.euvrard","this summer i'm going to see my friends",2021-12-03,"1","https://www.instagram.com/p/CW7lsaMsLao/"
"selfpicturetaker","Get wet!!! A_loveeyes¬A_loveeyes¬A_loveeyes¬",2021-12-02,"1","https://www.instagram.com/p/CW7lsaMsLao/"
"carrotline90","Spend more time meditating. A_loveeyes",2021-12-02,"1","https://www.instagram.com/p/CW7lsaMsLao/"
"shbam13","F_redheart hope I can smile at my patients without ba mask A_sad6",2021-12-02,"1","https://www.instagram.com/p/CW7lsaMsLao/"
"lesliebehonest","Be waiting for amaysim to introduce visual voicemail",2021-12-01,"1","https://www.instagram.com/p/CW7lsaMsLao/"
"thesimplelife99","This summer I'm going to have a break!",2021-12-01,"1","https://www.instagram.com/p/CW7lsaMsLao/"
"mattthor1","Be wet",2021-12-01,"1","https://www.instagram.com/p/CW7lsaMsLao/"
"buckeridgekim","Re-invent myself",2021-12-01,"1","https://www.instagram.com/p/CW7lsaMsLao/"
"daneofarrell","This summer I'm going to have a little more than one of those things that you can eat for dinner.",2021-12-01,"1","https://www.instagram.com/p/CW7lsaMsLao/"
"sueengel65","This summer I'm going to take myself to somewhere it's so quite so I can watch utube videos and do lots of Crotcheting A_loveeyes",2021-12-01,"1","https://www.instagram.com/p/CW7lsaMsLao/"
"shortboiertu","This summer I'm going to have a nice night",2021-12-01,"1","https://www.instagram.com/p/CW7lsaMsLao/"
"hanabel.lucas","This summer I'm going to be heading to the movies",2021-12-01,"1","https://www.instagram.com/p/CW7lsaMsLao/"
"mh_23511","This summer I'm going to have a mind for the HSC",2021-12-01,"1","https://www.instagram.com/p/CW7lsaMsLao/"
"areyagorg","Less go",2021-11-30,"2","https://www.instagram.com/p/CW5A3DgLXVE/?img_index=1"
"johnoc33","Next we need is e-sim availability",2021-11-30,"2","https://www.instagram.com/p/CW5A3DgLXVE/?img_index=1"
"white_cam01","Thanks",2021-11-30,"1","https://www.instagram.com/p/CW5A3DgLXVE/?img_index=1"
"mw1960","Use them everyday",2021-11-30,"1","https://www.instagram.com/p/CW5A3DgLXVE/?img_index=1"
"isamar.fontes","Love it A_loveeyes",2021-11-30,"1","https://www.instagram.com/p/CW5A3DgLXVE/?img_index=1"
"gregsabout","Do we have a winner announced yet ðŸ¤”?",2021-12-07,"0","https://www.instagram.com/p/CWjqaDSK2e0/"
"will_someone","Yo I didn't get an email",2021-11-26,"0","https://www.instagram.com/p/CWjqaDSK2e0/"
"nature_lover_ep","Hi @amaysimau ! I'm trying to log into your app today and it says 'unable to connect to the server'. I've deleted and reinstalled the app but just keep getting this message. I can log into your website fine. I'd really love to enter today's iPhone Comp but it's proving to be rather difficult! Please help A_loveeyes",2021-11-26,"0","https://www.instagram.com/p/CWjqaDSK2e0/"
"tashalink","I've updated the app but I still don't get the message when I log in A_sad6",2021-11-26,"0","https://www.instagram.com/p/CWjqaDSK2e0/"
"gurpreet_arzu","@amaysimau does Amaysim works on apple iwtach 7 ? Currently there are Vodafone telstra and optus . When will amaysim introduce program to iwatch ?",2021-11-25,"0","https://www.instagram.com/p/CWjqaDSK2e0/"
"littlejesska","Hi amaysim, I've logged in but haven't got the message to enter for the iPhone A_sad6",2021-11-25,"0","https://www.instagram.com/p/CWjqaDSK2e0/"
"artos_republic","F_redheartF_redheart",2021-11-24,"1","https://www.instagram.com/p/CWjqaDSK2e0/"
"fa_rah3239","Have you got any explanation by any chance?Thanks",2021-11-23,"0","https://www.instagram.com/p/CWjqaDSK2e0/"
"fa_rah3239","Why is it that the entry for your competition doesn't come up? I installed the App through your e mail.",2021-11-23,"0","https://www.instagram.com/p/CWjqaDSK2e0/"
"windalea","Hmm... I downloaded the app and logged in and then tried again and no entry. A_loveeyesž So sad because I love amaysim, have gotten so many friends to sign up so hoping you can help me out! â˜ºï¸",2021-11-23,"0","https://www.instagram.com/p/CWjqaDSK2e0/"
"big_fluff_bag_morris","Sorry,just seen that it ended yesterday,sorry Amaysim ...",2021-11-23,"0","https://www.instagram.com/p/CWjqaDSK2e0/"
"big_fluff_bag_morris","I have logged into my Amaysim app and there is no special message to enter your competition.....?",2021-11-23,"0","https://www.instagram.com/p/CWjqaDSK2e0/"
"kulwind_insa","Hi, I logged in but didn't received any msg.",2021-11-23,"0","https://www.instagram.com/p/CWjqaDSK2e0/"
"____mohit____sharma","Logged out and logged in still no message",2021-11-23,"0","https://www.instagram.com/p/CWjqaDSK2e0/"
"kziadomingo","I tried to log in but I didn't received a message. Tried to do it again but still nothing.",2021-11-23,"0","https://www.instagram.com/p/CWjqaDSK2e0/"
"karlhill076","ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ eyes are peeled â¤ Amaysim ðŸ™‚ðŸ‡¦ðŸ‡º",2021-11-28,"1","https://www.instagram.com/p/CWh1tJKt08Q/"
"marielovisolo","F_redheartF_redheartF_redheartF_redheart",2021-11-23,"1","https://www.instagram.com/p/CWh1tJKt08Q/"
"blue_english_sfaffy","YeeesssssssF_redheartF_redheartF_redheartF_redheartF_redheartF_redheartF_redheartF_redheart",2021-11-22,"1","https://www.instagram.com/p/CWh1tJKt08Q/"
"cornears50","D_fireD_fireD_fireF_redheartF_redheartF_redheartD_clapD_clapD_clapEntered A_loveeyesA_loveeyesA_loveeyes",2021-11-22,"1","https://www.instagram.com/p/CWh1tJKt08Q/"
"hptourers","11 years! Wow! And thing are only just starting heat up. The next 11 are only going to get even more exciting!",2021-11-22,"1","https://www.instagram.com/p/CWh1tJKt08Q/"
"urban.jungles","Happy-birthday!!",2021-11-22,"1","https://www.instagram.com/p/CWh1tJKt08Q/"
"buckeridgekim","Happy 11th birthday",2021-11-22,"1","https://www.instagram.com/p/CWh1tJKt08Q/"
"bella.whisky66","ðŸ§¡ðŸ§¡ðŸ§¡ðŸ¥³ðŸŽˆðŸŽ‚ðŸŽ‰",2021-11-22,"1","https://www.instagram.com/p/CWh1tJKt08Q/"
"karlhill076","Happy 11th Birthday Amaysim ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸ§¡ðŸŽ‚ðŸ°ðŸ™‚",2021-11-22,"1","https://www.instagram.com/p/CWh1tJKt08Q/"
"agnes.yk.chan","Happy Birthday Amaysim!!!! Woohoo! Really happy customer and love the amazing service - product and customer service. Sending you guys my love. F_redheart",2021-11-21,"1","https://www.instagram.com/p/CWh1tJKt08Q/"
"dianedavidson53","Big news, happy birthday, been with you from nearly the start, you must be good, I'm still with you D_clapD_clapD_clap the best",2021-11-21,"1","https://www.instagram.com/p/CWh1tJKt08Q/"
"reecewerrett","I wonder what it could be happy birthday",2021-11-21,"1","https://www.instagram.com/p/CWh1tJKt08Q/"
"lachlan.euvrard","ayyy happy birthday!!",2021-11-21,"1","https://www.instagram.com/p/CWh1tJKt08Q/"
"janaaay__","Happy birthday !!",2021-11-21,"1","https://www.instagram.com/p/CWh1tJKt08Q/"
"mummaholmes4","A_loveeyes",2021-11-21,"1","https://www.instagram.com/p/CWh1tJKt08Q/"
"hazz_dang_archives","came for prices, stayed for the memes",2021-11-21,"1","https://www.instagram.com/p/CWcsJigv9rO/"
"debschoon21","Spell check",2021-11-20,"1","https://www.instagram.com/p/CWcsJigv9rO/"
"white_cam01","I vibe. Sweet thanks @amaysimau",2021-11-19,"1","https://www.instagram.com/p/CWcsJigv9rO/"
"jaitjacob","ported just cause of the memes",2021-11-19,"1","https://www.instagram.com/p/CWcsJigv9rO/"
"andrew.e06","AMAYGOAT",2021-11-19,"2","https://www.instagram.com/p/CWcsJigv9rO/"
"alexxmergler","Amaygoat pog ðŸ",2021-11-17,"2","https://www.instagram.com/p/CWXiisVJDtL/"
"razmo11","Hi amaysim you also need wifi calling added too",2021-11-17,"2","https://www.instagram.com/p/CWXiisVJDtL/"
"amaysim","We hear ya on this, @razmo11! We'll let you know once this becomes available. :) Ta!",2021-11-19,"0","https://www.instagram.com/p/CWXiisVJDtL/"
"rescuevol1","been with you guys for over 8 years. we just got our son his first phone amd sim with you guys. can not fault your customer service. ðŸ’¯ recomend.",2021-11-17,"1","https://www.instagram.com/p/CWXiisVJDtL/"
"daneofarrell","Been with amaysim for years and cannot recommend you guys enough",2021-11-17,"4","https://www.instagram.com/p/CWXiisVJDtL/"
"bunge_burkley","I simply don't get where the goat fits in?",2021-11-17,"1","https://www.instagram.com/p/CWXiisVJDtL/"
"mw1960","@bunge_burkley greatest of all time (goat)",2021-11-17,"1","https://www.instagram.com/p/CWXiisVJDtL/"
"big_fluff_bag_morris","Love Amaysim,I've been with you guys for such a long time,you do a wounderful job and you really do look after your long time clients and I thankyou from the bottom of my heart that you do thatðŸ¥°A lot of business's could learn a lot from you guys on how to do business,keep up the great work you all do at Amaysim, thankyou so muchðŸ‘ðŸ‘ðŸ‘â£ï¸",2021-11-17,"1","https://www.instagram.com/p/CWXiisVJDtL/"
"iamvsolanki","Would be good if you start giving conference call facilities too to your customers.  That's the only thing lacking right now.",2021-11-17,"1","https://www.instagram.com/p/CWXiisVJDtL/"
"rgp82","GoooooodddD_fire",2021-11-16,"1","https://www.instagram.com/p/CWSY97gD8VO/"
"manubuga","A_loveeyes‚A_loveeyes‚",2021-11-15,"1","https://www.instagram.com/p/CWSY97gD8VO/"
"sasstee","D_clapA_loveeyes‚D_tdA_loveeyes‚F_redheart",2021-11-15,"1","https://www.instagram.com/p/CWSY97gD8VO/"
"hayley_lou86","D_clap",2021-11-15,"1","https://www.instagram.com/p/CWSY97gD8VO/"
"jazzy.scholz","Ram?",2021-11-15,"1","https://www.instagram.com/p/CWSY97gD8VO/"
"susanabude","A_loveeyes‚A_loveeyes‚",2021-11-15,"1","https://www.instagram.com/p/CWSY97gD8VO/"
"mummatama","I dont just do kindness one day of the year. I do it daily !!",2021-11-13,"2","https://www.instagram.com/p/CWMRj3HrmN8/"
